# trace records: appended=6864 stored=6864
# seq[0]=0
# seq[1]=4
# seq[2]=264
# seq[3]=34
# seq[4]=132
# seq[5]=260
# seq[6]=0
# seq[7]=1024
# seq[8]=1024
# seq[9]=4096
# seq[10]=32
# seq[11]=4
# seq[12]=0
# seq[13]=0
# seq[14]=0
# seq[15]=0
kind,bx,by,rank,warp,lane,smid,seq,t,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9
9,57,0,1,0,0,105,3222,1788983405571970976,12,52,0,1,0,0,24,53,12,0
7,30,0,0,1,0,46,807,1788983405571971008,0,1,24,1232,15,0,0,0,0,0
9,56,1,2,0,0,118,3223,1788983405571971072,12,52,0,1,0,0,24,52,13,0
7,14,0,0,1,0,14,808,1788983405571971104,0,1,24,1232,7,0,0,0,0,0
7,36,0,0,1,0,70,810,1788983405571971296,1,1,25,1240,18,0,0,0,0,0
7,28,0,0,1,0,44,809,1788983405571971392,0,1,24,1232,14,0,0,0,0,0
8,24,0,0,1,0,40,806,1788983405571971520,14,52,0,1,1,0,25,52,14,0
9,25,0,1,0,0,41,3224,1788983405571971616,14,52,0,1,1,0,25,53,14,0
9,25,1,3,0,0,57,3225,1788983405571971616,14,52,0,1,1,0,25,53,15,0
7,42,0,0,1,0,76,811,1788983405571971872,0,1,24,1232,21,0,0,0,0,0
9,24,0,0,0,0,40,3226,1788983405571971872,14,52,0,1,1,0,25,52,14,0
7,4,0,0,1,0,4,812,1788983405571971936,0,1,24,1232,2,0,0,0,0,0
9,24,1,2,0,0,56,3227,1788983405571972000,14,52,0,1,1,0,25,52,15,0
8,36,0,0,1,0,70,807,1788983405571972128,18,52,0,1,1,0,25,52,18,0
9,37,0,1,0,0,71,3228,1788983405571972192,18,52,0,1,1,0,25,53,18,0
9,37,1,3,0,0,85,3229,1788983405571972256,18,52,0,1,1,0,25,53,19,0
8,30,0,0,1,0,46,808,1788983405571972480,16,52,0,1,0,0,24,52,16,0
9,30,0,0,0,0,46,3231,1788983405571972512,16,52,0,1,0,0,24,52,16,0
9,31,0,1,0,0,47,3230,1788983405571972512,16,52,0,1,0,0,24,53,16,0
9,30,1,2,0,0,62,3232,1788983405571972512,16,52,0,1,0,0,24,52,17,0
9,31,1,3,0,0,63,3233,1788983405571972512,16,52,0,1,0,0,24,53,17,0
8,14,0,0,1,0,14,809,1788983405571972576,20,52,0,1,0,0,24,52,20,0
7,40,0,0,1,0,74,813,1788983405571972544,0,1,24,1232,20,0,0,0,0,0
9,14,0,0,0,0,14,3236,1788983405571972576,20,52,0,1,0,0,24,52,20,0
9,15,0,1,0,0,15,3237,1788983405571972576,20,52,0,1,0,0,24,53,20,0
9,14,1,2,0,0,30,3234,1788983405571972608,20,52,0,1,0,0,24,52,21,0
9,15,1,3,0,0,31,3235,1788983405571972608,20,52,0,1,0,0,24,53,21,0
9,36,0,0,0,0,70,3238,1788983405571972576,18,52,0,1,1,0,25,52,18,0
9,36,1,2,0,0,84,3243,1788983405571972864,18,52,0,1,1,0,25,52,19,0
7,22,0,0,1,0,38,816,1788983405571972832,1,1,25,1240,11,0,0,0,0,0
7,10,0,0,1,0,10,814,1788983405571972864,0,1,24,1232,5,0,0,0,0,0
8,28,0,0,1,0,44,810,1788983405571972896,22,52,0,1,0,0,24,52,22,0
9,29,0,1,0,0,45,3240,1788983405571972928,22,52,0,1,0,0,24,53,22,0
9,28,0,0,0,0,44,3239,1788983405571972928,22,52,0,1,0,0,24,52,22,0
7,48,0,0,1,0,96,815,1788983405571972928,0,1,24,1232,24,0,0,0,0,0
9,28,1,2,0,0,60,3241,1788983405571972960,22,52,0,1,0,0,24,52,23,0
9,29,1,3,0,0,61,3242,1788983405571972960,22,52,0,1,0,0,24,53,23,0
8,42,0,0,1,0,76,811,1788983405571973280,24,52,0,1,0,0,24,52,24,0
9,42,0,0,0,0,76,3244,1788983405571973344,24,52,0,1,0,0,24,52,24,0
9,43,0,1,0,0,77,3245,1788983405571973344,24,52,0,1,0,0,24,53,24,0
8,4,0,0,1,0,4,812,1788983405571973344,26,52,0,1,0,0,24,52,26,0
9,42,1,2,0,0,90,3246,1788983405571973376,24,52,0,1,0,0,24,52,25,0
9,43,1,3,0,0,91,3247,1788983405571973376,24,52,0,1,0,0,24,53,25,0
9,4,0,0,0,0,4,3248,1788983405571973344,26,52,0,1,0,0,24,52,26,0
9,5,0,1,0,0,5,3249,1788983405571973376,26,52,0,1,0,0,24,53,26,0
9,4,1,2,0,0,20,3250,1788983405571973408,26,52,0,1,0,0,24,52,27,0
9,5,1,3,0,0,21,3251,1788983405571973408,26,52,0,1,0,0,24,53,27,0
8,22,0,0,1,0,38,813,1788983405571973632,30,52,0,1,1,0,25,52,30,0
7,12,0,0,1,0,12,817,1788983405571973696,0,1,24,1232,6,0,0,0,0,0
9,23,0,1,0,0,39,3253,1788983405571973760,30,52,0,1,1,0,25,53,30,0
9,23,1,3,0,0,55,3252,1788983405571973760,30,52,0,1,1,0,25,53,31,0
7,54,0,0,1,0,102,818,1788983405571973888,0,1,24,1232,27,0,0,0,0,0
8,40,0,0,1,0,74,814,1788983405571973952,28,52,0,1,0,0,24,52,28,0
9,40,0,0,0,0,74,3254,1788983405571974016,28,52,0,1,0,0,24,52,28,0
9,40,1,2,0,0,88,3256,1788983405571974016,28,52,0,1,0,0,24,52,29,0
9,41,0,1,0,0,75,3255,1788983405571974016,28,52,0,1,0,0,24,53,28,0
9,41,1,3,0,0,89,3257,1788983405571974048,28,52,0,1,0,0,24,53,29,0
9,22,1,2,0,0,54,3258,1788983405571974048,30,52,0,1,1,0,25,52,31,0
7,50,0,0,1,0,98,819,1788983405571974112,1,1,25,1240,25,0,0,0,0,0
9,22,0,0,0,0,38,3267,1788983405571974176,30,52,0,1,1,0,25,52,30,0
8,10,0,0,1,0,10,815,1788983405571974272,32,52,0,1,0,0,24,52,32,0
9,11,0,1,0,0,11,3261,1788983405571974272,32,52,0,1,0,0,24,53,32,0
9,10,1,2,0,0,26,3260,1788983405571974304,32,52,0,1,0,0,24,52,33,0
9,11,1,3,0,0,27,3259,1788983405571974304,32,52,0,1,0,0,24,53,33,0
9,10,0,0,0,0,10,3262,1788983405571974336,32,52,0,1,0,0,24,52,32,0
9,48,1,2,0,0,110,3263,1788983405571974336,34,52,0,1,0,0,24,52,35,0
9,49,1,3,0,0,111,3264,1788983405571974336,34,52,0,1,0,0,24,53,35,0
8,48,0,0,1,0,96,816,1788983405571974368,34,52,0,1,0,0,24,52,34,0
9,48,0,0,0,0,96,3265,1788983405571974400,34,52,0,1,0,0,24,52,34,0
9,49,0,1,0,0,97,3266,1788983405571974400,34,52,0,1,0,0,24,53,34,0
7,38,0,0,1,0,72,820,1788983405571974432,1,1,25,1240,19,0,0,0,0,0
8,50,0,0,1,0,98,818,1788983405571975008,38,52,0,1,1,0,25,52,38,0
9,51,1,3,0,0,113,3272,1788983405571975040,38,52,0,1,1,0,25,53,39,0
9,51,0,1,0,0,99,3273,1788983405571975040,38,52,0,1,1,0,25,53,38,0
8,12,0,0,1,0,12,817,1788983405571975168,36,52,0,1,0,0,24,52,36,0
9,12,1,2,0,0,28,3268,1788983405571975168,36,52,0,1,0,0,24,52,37,0
9,13,1,3,0,0,29,3269,1788983405571975168,36,52,0,1,0,0,24,53,37,0
9,12,0,0,0,0,12,3270,1788983405571975200,36,52,0,1,0,0,24,52,36,0
9,13,0,1,0,0,13,3271,1788983405571975200,36,52,0,1,0,0,24,53,36,0
8,38,0,0,1,0,72,820,1788983405571975232,42,52,0,1,1,0,25,52,42,0
9,50,1,2,0,0,112,3278,1788983405571975264,38,52,0,1,1,0,25,52,39,0
9,39,0,1,0,0,73,3279,1788983405571975296,42,52,0,1,1,0,25,53,42,0
9,54,1,2,0,0,116,3274,1788983405571975328,40,52,0,1,0,0,24,52,41,0
9,50,0,0,0,0,98,3280,1788983405571975328,38,52,0,1,1,0,25,52,38,0
8,54,0,0,1,0,102,819,1788983405571975360,40,52,0,1,0,0,24,52,40,0
9,39,1,3,0,0,87,3281,1788983405571975328,42,52,0,1,1,0,25,53,43,0
9,38,1,2,0,0,86,3282,1788983405571975328,42,52,0,1,1,0,25,52,43,0
9,55,1,3,0,0,117,3275,1788983405571975360,40,52,0,1,0,0,24,53,41,0
9,54,0,0,0,0,102,3277,1788983405571975360,40,52,0,1,0,0,24,52,40,0
9,55,0,1,0,0,103,3276,1788983405571975360,40,52,0,1,0,0,24,53,40,0
7,8,0,0,1,0,8,821,1788983405571975392,1,1,25,1240,4,0,0,0,0,0
7,52,0,0,1,0,100,822,1788983405571975616,1,1,25,1240,26,0,0,0,0,0
9,38,0,0,0,0,72,3283,1788983405571975744,42,52,0,1,1,0,25,52,42,0
7,6,0,0,1,0,6,823,1788983405571976032,1,1,25,1240,3,0,0,0,0,0
8,8,0,0,1,0,8,821,1788983405571976224,44,52,0,1,1,0,25,52,44,0
9,9,0,1,0,0,9,3284,1788983405571976256,44,52,0,1,1,0,25,53,44,0
9,9,1,3,0,0,25,3285,1788983405571976320,44,52,0,1,1,0,25,53,45,0
9,53,1,3,0,0,115,3286,1788983405571976512,46,52,0,1,1,0,25,53,47,0
8,52,0,0,1,0,100,822,1788983405571976544,46,52,0,1,1,0,25,52,46,0
9,53,0,1,0,0,101,3287,1788983405571976608,46,52,0,1,1,0,25,53,46,0
9,8,0,0,0,0,8,3288,1788983405571976576,44,52,0,1,1,0,25,52,44,0
9,8,1,2,0,0,24,3290,1788983405571976704,44,52,0,1,1,0,25,52,45,0
9,52,0,0,0,0,100,3289,1788983405571976736,46,52,0,1,1,0,25,52,46,0
9,52,1,2,0,0,114,3291,1788983405571976800,46,52,0,1,1,0,25,52,47,0
8,6,0,0,1,0,6,823,1788983405571976896,48,52,0,1,1,0,25,52,48,0
9,7,0,1,0,0,7,3293,1788983405571976960,48,52,0,1,1,0,25,53,48,0
9,7,1,3,0,0,23,3292,1788983405571976992,48,52,0,1,1,0,25,53,49,0
9,6,1,2,0,0,22,3294,1788983405571977216,48,52,0,1,1,0,25,52,49,0
9,6,0,0,0,0,6,3295,1788983405571977280,48,52,0,1,1,0,25,52,48,0
7,32,0,0,1,0,66,824,1788983405571977696,1,1,25,1240,16,0,0,0,0,0
8,32,0,0,1,0,66,824,1788983405571978496,50,52,0,1,1,0,25,52,50,0
9,33,0,1,0,0,67,3296,1788983405571978624,50,52,0,1,1,0,25,53,50,0
9,33,1,3,0,0,81,3297,1788983405571978688,50,52,0,1,1,0,25,53,51,0
9,32,1,2,0,0,80,3298,1788983405571978976,50,52,0,1,1,0,25,52,51,0
9,32,0,0,0,0,66,3299,1788983405571979008,50,52,0,1,1,0,25,52,50,0
7,46,0,0,1,0,94,825,1788983405571981376,1,1,25,1240,23,0,0,0,0,0
7,2,0,0,1,0,2,826,1788983405571981472,1,1,25,1240,1,0,0,0,0,0
7,18,0,0,1,0,34,827,1788983405571981600,1,1,25,1240,9,0,0,0,0,0
8,46,0,0,1,0,94,825,1788983405571982240,52,52,0,1,1,0,25,52,52,0
9,47,1,3,0,0,109,3300,1788983405571982272,52,52,0,1,1,0,25,53,53,0
9,47,0,1,0,0,95,3301,1788983405571982336,52,52,0,1,1,0,25,53,52,0
8,2,0,0,1,0,2,826,1788983405571982336,54,52,0,1,1,0,25,52,54,0
9,3,1,3,0,0,19,3302,1788983405571982400,54,52,0,1,1,0,25,53,55,0
8,18,0,0,1,0,34,827,1788983405571982400,56,52,0,1,1,0,25,52,56,0
9,3,0,1,0,0,3,3303,1788983405571982432,54,52,0,1,1,0,25,53,54,0
9,19,1,3,0,0,51,3305,1788983405571982496,56,52,0,1,1,0,25,53,57,0
9,19,0,1,0,0,35,3304,1788983405571982496,56,52,0,1,1,0,25,53,56,0
9,46,0,0,0,0,94,3306,1788983405571982656,52,52,0,1,1,0,25,52,52,0
9,2,0,0,0,0,2,3307,1788983405571982688,54,52,0,1,1,0,25,52,54,0
9,46,1,2,0,0,108,3308,1788983405571982784,52,52,0,1,1,0,25,52,53,0
9,2,1,2,0,0,18,3309,1788983405571982816,54,52,0,1,1,0,25,52,55,0
9,18,0,0,0,0,34,3311,1788983405571982848,56,52,0,1,1,0,25,52,56,0
9,18,1,2,0,0,50,3310,1788983405571982848,56,52,0,1,1,0,25,52,57,0
7,34,0,0,1,0,68,828,1788983405571995712,1,1,25,1240,17,0,0,0,0,0
7,16,0,0,1,0,32,830,1788983405571995936,0,0,26,1232,8,0,0,0,0,0
7,0,2,0,1,0,134,829,1788983405571996032,1,1,25,1240,0,1,0,0,0,0
8,16,0,0,1,0,32,828,1788983405571996672,58,52,0,1,0,1,26,52,58,0
9,17,1,3,0,0,49,3312,1788983405571996768,58,52,0,1,0,1,26,53,59,0
9,17,0,1,0,0,33,3313,1788983405571996864,58,52,0,1,0,1,26,53,58,0
8,34,0,0,1,0,68,829,1788983405571997120,60,52,0,1,1,0,25,52,60,0
9,34,0,0,0,0,68,3315,1788983405571997184,60,52,0,1,1,0,25,52,60,0
9,35,0,1,0,0,69,3314,1788983405571997184,60,52,0,1,1,0,25,53,60,0
9,35,1,3,0,0,83,3317,1788983405571997184,60,52,0,1,1,0,25,53,61,0
9,34,1,2,0,0,82,3316,1788983405571997184,60,52,0,1,1,0,25,52,61,0
7,44,0,0,1,0,78,831,1788983405571997216,1,1,25,1240,22,0,0,0,0,0
9,16,1,2,0,0,48,3318,1788983405571997216,58,52,0,1,0,1,26,52,59,0
9,16,0,0,0,0,32,3323,1788983405571997376,58,52,0,1,0,1,26,52,58,0
8,0,2,0,1,0,134,830,1788983405571997472,62,52,0,1,1,0,25,52,62,0
9,0,2,0,0,0,134,3320,1788983405571997472,62,52,0,1,1,0,25,52,62,0
9,1,2,1,0,0,135,3319,1788983405571997504,62,52,0,1,1,0,25,53,62,0
7,60,0,0,1,0,130,832,1788983405571997504,1,1,25,1240,30,0,0,0,0,0
9,0,3,2,0,0,140,3321,1788983405571997536,62,52,0,1,1,0,25,52,63,0
9,1,3,3,0,0,141,3322,1788983405571997536,62,52,0,1,1,0,25,53,63,0
7,26,0,0,1,0,42,833,1788983405571998624,1,1,25,1240,13,0,0,0,0,0
8,44,0,0,1,0,78,831,1788983405571998624,0,54,0,1,1,0,25,54,0,0
9,44,0,0,0,0,78,3325,1788983405571998656,0,54,0,1,1,0,25,54,0,0
9,45,0,1,0,0,79,3324,1788983405571998656,0,54,0,1,1,0,25,55,0,0
9,45,1,3,0,0,93,3326,1788983405571998720,0,54,0,1,1,0,25,55,1,0
9,44,1,2,0,0,92,3327,1788983405571998752,0,54,0,1,1,0,25,54,1,0
7,62,0,0,1,0,132,834,1788983405571998816,1,1,25,1240,31,0,0,0,0,0
8,60,0,0,1,0,130,832,1788983405571998944,2,54,0,1,1,0,25,54,2,0
9,60,1,2,0,0,136,3328,1788983405571998944,2,54,0,1,1,0,25,54,3,0
9,61,1,3,0,0,137,3329,1788983405571998976,2,54,0,1,1,0,25,55,3,0
9,60,0,0,0,0,130,3330,1788983405571998976,2,54,0,1,1,0,25,54,2,0
9,61,0,1,0,0,131,3331,1788983405571998976,2,54,0,1,1,0,25,55,2,0
7,20,0,0,1,0,36,835,1788983405571999072,1,1,25,1240,10,0,0,0,0,0
7,58,0,0,1,0,106,836,1788983405571999648,1,1,25,1240,29,0,0,0,0,0
8,26,0,0,1,0,42,833,1788983405572000032,4,54,0,1,1,0,25,54,4,0
9,26,0,0,0,0,42,3332,1788983405572000064,4,54,0,1,1,0,25,54,4,0
9,27,0,1,0,0,43,3333,1788983405572000064,4,54,0,1,1,0,25,55,4,0
9,27,1,3,0,0,59,3334,1788983405572000096,4,54,0,1,1,0,25,55,5,0
9,26,1,2,0,0,58,3335,1788983405572000096,4,54,0,1,1,0,25,54,5,0
9,62,0,0,0,0,132,3338,1788983405572000288,6,54,0,1,1,0,25,54,6,0
8,62,0,0,1,0,132,834,1788983405572000288,6,54,0,1,1,0,25,54,6,0
9,62,1,2,0,0,138,3337,1788983405572000288,6,54,0,1,1,0,25,54,7,0
9,63,0,1,0,0,133,3336,1788983405572000320,6,54,0,1,1,0,25,55,6,0
9,63,1,3,0,0,139,3339,1788983405572000288,6,54,0,1,1,0,25,55,7,0
8,20,0,0,1,0,36,835,1788983405572000480,8,54,0,1,1,0,25,54,8,0
9,21,0,1,0,0,37,3340,1788983405572000512,8,54,0,1,1,0,25,55,8,0
9,20,0,0,0,0,36,3341,1788983405572000512,8,54,0,1,1,0,25,54,8,0
9,20,1,2,0,0,52,3342,1788983405572000512,8,54,0,1,1,0,25,54,9,0
9,21,1,3,0,0,53,3343,1788983405572000512,8,54,0,1,1,0,25,55,9,0
7,56,0,0,1,0,104,837,1788983405572001056,1,1,25,1240,28,0,0,0,0,0
8,58,0,0,1,0,106,836,1788983405572001120,10,54,0,1,1,0,25,54,10,0
9,58,1,2,0,0,120,3344,1788983405572001152,10,54,0,1,1,0,25,54,11,0
9,59,1,3,0,0,121,3345,1788983405572001152,10,54,0,1,1,0,25,55,11,0
9,58,0,0,0,0,106,3347,1788983405572001184,10,54,0,1,1,0,25,54,10,0
9,59,0,1,0,0,107,3346,1788983405572001184,10,54,0,1,1,0,25,55,10,0
7,36,0,0,1,0,70,838,1788983405572001824,0,0,26,1232,18,0,0,0,0,0
7,24,0,0,1,0,40,841,1788983405572002336,0,0,26,1232,12,0,0,0,0,0
7,30,0,0,1,0,46,839,1788983405572002432,1,1,25,1240,15,0,0,0,0,0
7,14,0,0,1,0,14,840,1788983405572002464,1,1,25,1240,7,0,0,0,0,0
8,56,0,0,1,0,104,837,1788983405572002528,12,54,0,1,1,0,25,54,12,0
9,56,1,2,0,0,118,3350,1788983405572002592,12,54,0,1,1,0,25,54,13,0
9,57,1,3,0,0,119,3351,1788983405572002592,12,54,0,1,1,0,25,55,13,0
9,57,0,1,0,0,105,3348,1788983405572002592,12,54,0,1,1,0,25,55,12,0
9,56,0,0,0,0,104,3349,1788983405572002592,12,54,0,1,1,0,25,54,12,0
8,36,0,0,1,0,70,838,1788983405572002592,14,54,0,1,0,1,26,54,14,0
9,37,0,1,0,0,71,3352,1788983405572002752,14,54,0,1,0,1,26,55,14,0
9,37,1,3,0,0,85,3353,1788983405572002752,14,54,0,1,0,1,26,55,15,0
9,36,0,0,0,0,70,3354,1788983405572003040,14,54,0,1,0,1,26,54,14,0
7,28,0,0,1,0,44,842,1788983405572003072,1,1,25,1240,14,0,0,0,0,0
9,36,1,2,0,0,84,3355,1788983405572003072,14,54,0,1,0,1,26,54,15,0
8,24,0,0,1,0,40,839,1788983405572003104,16,54,0,1,0,1,26,54,16,0
9,25,0,1,0,0,41,3356,1788983405572003168,16,54,0,1,0,1,26,55,16,0
9,25,1,3,0,0,57,3357,1788983405572003168,16,54,0,1,0,1,26,55,17,0
7,42,0,0,1,0,76,843,1788983405572003232,1,1,25,1240,21,0,0,0,0,0
9,24,0,0,0,0,40,3358,1788983405572003456,16,54,0,1,0,1,26,54,16,0
7,22,0,0,1,0,38,845,1788983405572003552,0,0,26,1232,11,0,0,0,0,0
9,24,1,2,0,0,56,3359,1788983405572003584,16,54,0,1,0,1,26,54,17,0
7,40,0,0,1,0,74,844,1788983405572003680,1,1,25,1240,20,0,0,0,0,0
8,30,0,0,1,0,46,840,1788983405572003840,18,54,0,1,1,0,25,54,18,0
9,30,1,2,0,0,62,3360,1788983405572003872,18,54,0,1,1,0,25,54,19,0
8,14,0,0,1,0,14,841,1788983405572003904,20,54,0,1,1,0,25,54,20,0
9,30,0,0,0,0,46,3362,1788983405572003936,18,54,0,1,1,0,25,54,18,0
9,31,0,1,0,0,47,3363,1788983405572003936,18,54,0,1,1,0,25,55,18,0
9,31,1,3,0,0,63,3361,1788983405572003936,18,54,0,1,1,0,25,55,19,0
9,14,0,0,0,0,14,3366,1788983405572003968,20,54,0,1,1,0,25,54,20,0
9,15,0,1,0,0,15,3367,1788983405572003968,20,54,0,1,1,0,25,55,20,0
9,14,1,2,0,0,30,3364,1788983405572003968,20,54,0,1,1,0,25,54,21,0
9,15,1,3,0,0,31,3365,1788983405572004000,20,54,0,1,1,0,25,55,21,0
7,4,0,0,1,0,4,846,1788983405572004000,1,1,25,1240,2,0,0,0,0,0
7,48,0,0,1,0,96,847,1788983405572004320,1,1,25,1240,24,0,0,0,0,0
8,22,0,0,1,0,38,843,1788983405572004352,26,54,0,1,0,1,26,54,26,0
9,23,1,3,0,0,55,3372,1788983405572004448,26,54,0,1,0,1,26,55,27,0
9,23,0,1,0,0,39,3373,1788983405572004448,26,54,0,1,0,1,26,55,26,0
8,28,0,0,1,0,44,842,1788983405572004512,22,54,0,1,1,0,25,54,22,0
9,28,0,0,0,0,44,3368,1788983405572004544,22,54,0,1,1,0,25,54,22,0
9,29,0,1,0,0,45,3369,1788983405572004576,22,54,0,1,1,0,25,55,22,0
9,28,1,2,0,0,60,3370,1788983405572004576,22,54,0,1,1,0,25,54,23,0
9,29,1,3,0,0,61,3371,1788983405572004576,22,54,0,1,1,0,25,55,23,0
8,42,0,0,1,0,76,844,1788983405572004704,24,54,0,1,1,0,25,54,24,0
9,43,0,1,0,0,77,3375,1788983405572004704,24,54,0,1,1,0,25,55,24,0
9,42,0,0,0,0,76,3374,1788983405572004704,24,54,0,1,1,0,25,54,24,0
9,42,1,2,0,0,90,3376,1788983405572004704,24,54,0,1,1,0,25,54,25,0
9,43,1,3,0,0,91,3377,1788983405572004704,24,54,0,1,1,0,25,55,25,0
7,38,0,0,1,0,72,849,1788983405572004800,0,0,26,1232,19,0,0,0,0,0
9,22,0,0,0,0,38,3378,1788983405572004832,26,54,0,1,0,1,26,54,26,0
7,10,0,0,1,0,10,848,1788983405572004928,1,1,25,1240,5,0,0,0,0,0
9,22,1,2,0,0,54,3383,1788983405572004992,26,54,0,1,0,1,26,54,27,0
8,40,0,0,1,0,74,845,1788983405572005088,28,54,0,1,1,0,25,54,28,0
9,40,0,0,0,0,74,3379,1788983405572005088,28,54,0,1,1,0,25,54,28,0
9,41,0,1,0,0,75,3380,1788983405572005088,28,54,0,1,1,0,25,55,28,0
7,50,0,0,1,0,98,850,1788983405572005088,0,0,26,1232,25,0,0,0,0,0
9,40,1,2,0,0,88,3381,1788983405572005120,28,54,0,1,1,0,25,54,29,0
9,41,1,3,0,0,89,3382,1788983405572005120,28,54,0,1,1,0,25,55,29,0
8,4,0,0,1,0,4,846,1788983405572005376,30,54,0,1,1,0,25,54,30,0
7,54,0,0,1,0,102,851,1788983405572005376,1,1,25,1240,27,0,0,0,0,0
9,4,0,0,0,0,4,3384,1788983405572005408,30,54,0,1,1,0,25,54,30,0
9,5,0,1,0,0,5,3385,1788983405572005408,30,54,0,1,1,0,25,55,30,0
7,12,0,0,1,0,12,852,1788983405572005440,1,1,25,1240,6,0,0,0,0,0
9,5,1,3,0,0,21,3386,1788983405572005472,30,54,0,1,1,0,25,55,31,0
9,4,1,2,0,0,20,3387,1788983405572005472,30,54,0,1,1,0,25,54,31,0
8,38,0,0,1,0,72,848,1788983405572005568,34,54,0,1,0,1,26,54,34,0
9,39,0,1,0,0,73,3393,1788983405572005664,34,54,0,1,0,1,26,55,34,0
9,39,1,3,0,0,87,3392,1788983405572005664,34,54,0,1,0,1,26,55,35,0
9,48,1,2,0,0,110,3389,1788983405572005760,32,54,0,1,1,0,25,54,33,0
9,49,1,3,0,0,111,3388,1788983405572005760,32,54,0,1,1,0,25,55,33,0
8,48,0,0,1,0,96,847,1788983405572005760,32,54,0,1,1,0,25,54,32,0
9,48,0,0,0,0,96,3391,1788983405572005824,32,54,0,1,1,0,25,54,32,0
9,49,0,1,0,0,97,3390,1788983405572005824,32,54,0,1,1,0,25,55,32,0
8,50,0,0,1,0,98,849,1788983405572005984,36,54,0,1,0,1,26,54,36,0
9,51,1,3,0,0,113,3394,1788983405572006016,36,54,0,1,0,1,26,55,37,0
9,38,0,0,0,0,72,3396,1788983405572005984,34,54,0,1,0,1,26,54,34,0
7,8,0,0,1,0,8,853,1788983405572005984,0,0,26,1232,4,0,0,0,0,0
9,51,0,1,0,0,99,3395,1788983405572006016,36,54,0,1,0,1,26,55,36,0
9,38,1,2,0,0,86,3397,1788983405572006016,34,54,0,1,0,1,26,54,35,0
9,50,1,2,0,0,112,3402,1788983405572006272,36,54,0,1,0,1,26,54,37,0
9,50,0,0,0,0,98,3403,1788983405572006336,36,54,0,1,0,1,26,54,36,0
8,10,0,0,1,0,10,850,1788983405572006400,38,54,0,1,1,0,25,54,38,0
9,11,0,1,0,0,11,3399,1788983405572006432,38,54,0,1,1,0,25,55,38,0
9,10,0,0,0,0,10,3398,1788983405572006432,38,54,0,1,1,0,25,54,38,0
9,10,1,2,0,0,26,3400,1788983405572006432,38,54,0,1,1,0,25,54,39,0
9,11,1,3,0,0,27,3401,1788983405572006432,38,54,0,1,1,0,25,55,39,0
7,52,0,0,1,0,100,854,1788983405572006464,0,0,26,1232,26,0,0,0,0,0
8,8,0,0,1,0,8,853,1788983405572006752,44,54,0,1,0,1,26,54,44,0
9,9,1,3,0,0,25,3412,1788983405572006816,44,54,0,1,0,1,26,55,45,0
8,54,0,0,1,0,102,851,1788983405572006848,40,54,0,1,1,0,25,54,40,0
9,55,1,3,0,0,117,3406,1788983405572006880,40,54,0,1,1,0,25,55,41,0
9,54,0,0,0,0,102,3404,1788983405572006880,40,54,0,1,1,0,25,54,40,0
9,55,0,1,0,0,103,3405,1788983405572006880,40,54,0,1,1,0,25,55,40,0
9,54,1,2,0,0,116,3407,1788983405572006880,40,54,0,1,1,0,25,54,41,0
9,9,0,1,0,0,9,3413,1788983405572006848,44,54,0,1,0,1,26,55,44,0
8,12,0,0,1,0,12,852,1788983405572006912,42,54,0,1,1,0,25,54,42,0
9,13,0,1,0,0,13,3409,1788983405572006944,42,54,0,1,1,0,25,55,42,0
9,12,1,2,0,0,28,3408,1788983405572006976,42,54,0,1,1,0,25,54,43,0
9,13,1,3,0,0,29,3411,1788983405572007008,42,54,0,1,1,0,25,55,43,0
9,12,0,0,0,0,12,3410,1788983405572006976,42,54,0,1,1,0,25,54,42,0
7,6,0,0,1,0,6,855,1788983405572006976,0,0,26,1232,3,0,0,0,0,0
9,8,1,2,0,0,24,3414,1788983405572007168,44,54,0,1,0,1,26,54,45,0
9,8,0,0,0,0,8,3415,1788983405572007200,44,54,0,1,0,1,26,54,44,0
8,52,0,0,1,0,100,854,1788983405572007296,46,54,0,1,0,1,26,54,46,0
9,53,1,3,0,0,115,3417,1788983405572007328,46,54,0,1,0,1,26,55,47,0
9,53,0,1,0,0,101,3416,1788983405572007360,46,54,0,1,0,1,26,55,46,0
9,52,0,0,0,0,100,3418,1788983405572007584,46,54,0,1,0,1,26,54,46,0
9,52,1,2,0,0,114,3419,1788983405572007712,46,54,0,1,0,1,26,54,47,0
8,6,0,0,1,0,6,855,1788983405572007776,48,54,0,1,0,1,26,54,48,0
9,7,0,1,0,0,7,3421,1788983405572007904,48,54,0,1,0,1,26,55,48,0
9,7,1,3,0,0,23,3420,1788983405572007904,48,54,0,1,0,1,26,55,49,0
9,6,1,2,0,0,22,3422,1788983405572008192,48,54,0,1,0,1,26,54,49,0
9,6,0,0,0,0,6,3423,1788983405572008224,48,54,0,1,0,1,26,54,48,0
7,32,0,0,1,0,66,856,1788983405572008416,0,0,26,1232,16,0,0,0,0,0
8,32,0,0,1,0,66,856,1788983405572009280,50,54,0,1,0,1,26,54,50,0
9,33,1,3,0,0,81,3424,1788983405572009376,50,54,0,1,0,1,26,55,51,0
9,33,0,1,0,0,67,3425,1788983405572009344,50,54,0,1,0,1,26,55,50,0
9,32,1,2,0,0,80,3426,1788983405572009664,50,54,0,1,0,1,26,54,51,0
9,32,0,0,0,0,66,3427,1788983405572009760,50,54,0,1,0,1,26,54,50,0
